,exC14818,exC00014,exC00009,exC00059,exVA,exSA,expHBA,C00282,exC00001,exC00007,C00067,C00058,C00033,C00010,C00162,C00132,C00054,C00011,C05198,C04425,C00266,C00153,Time,Biomass
0,45.54,10.0,26.1,8.0,1.0,1.0,1.0,10.0,100.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
1,45.53999999291467,9.998920814157612,26.09975022681029,7.999974509558915,0.9992946280991736,0.9999621621046181,0.9993863945578231,10.0,99.99827135425987,9.996858101126305,0.0,0.0,0.0,1.0000002818779195,1.0,3.2909603048983674e-05,2.549044108459328e-05,0.005650744384239044,2.1255980523385746e-08,7.085326840787479e-09,5.876097727620211e-06,7.085326840787479e-09,15.0,0.0011180887806797914
2,45.53999998499265,9.997714188576225,26.099470958209427,7.999946008982757,0.9985055042727646,0.9999206748959271,0.9986999481053693,10.0,99.99633951546778,9.993344954149608,0.0,0.0,0.0,1.0000005970424584,1.0,6.899335871294979e-05,5.3991017242727935e-05,0.011968431117962072,4.502205384144216e-08,1.500735128036795e-08,1.2446096662807237e-05,1.500735128036795e-08,30.0,0.001250122521339466
3,45.53999997613512,9.99636507405337,26.099158711120452,7.999914142808359,0.9976226234303328,0.9998753140646115,0.9979319627928579,10.0,99.99418072613356,9.989416662040204,0.0,0.0,0.0,1.0000009494243929,1.0,0.00010844641737981056,8.585719164096875e-05,0.019031731019730408,7.159463373725057e-08,2.386487791230409e-08,1.9791938749548752e-05,2.386487791230409e-08,45.0,0.0013977479652050682
4,45.53999996623162,9.994856644244184,26.098809591154133,7.999878513596345,0.9966347698374851,0.9998258812218996,0.9970726892724924,10.0,99.99176848346461,9.985024129618274,0.0,0.0,0.0,1.0000013434186796,1.0,0.00015144140150378987,0.00012148640365556635,0.02692858283496865,1.0130513714220144e-07,3.376837904728771e-08,2.8005242357601355e-05,3.376837904728771e-08,60.0,0.0015628063174547952
5,45.53999995515863,9.993170085801605,26.098419244037427,7.999838676974209,0.9955293666945322,0.9998215974785145,0.9961111962971251,10.0,99.98888202841816,9.980513970536565,0.0,0.0,0.0,1.0000017839392705,1.0,0.00015517746874573515,0.00016132302579129185,0.03535582457706876,1.345241176013243e-07,4.4841372533662e-08,3.718844495504053e-05,4.4841372533662e-08,75.0,0.0017473562088943667
6,45.53999994277804,9.991284363733897,26.097982801306806,7.999794136094053,0.9942923060199585,0.9998188496372228,0.9950352233071126,10.0,99.98565693607983,9.975470859397033,0.0,0.0,0.0,1.0000022764803995,1.0,0.00015757927654587358,0.0002058639059467529,0.044777172562001116,1.7166588686053696e-07,5.722196228696619e-08,4.7456080724783304e-05,5.722196228696619e-08,90.0,0.0019536993714494365
7,45.53999992893544,9.989175959052437,26.09749481958773,7.9997443354358095,0.9929077560018038,0.9998185413426987,0.9938310135691033,10.0,99.98205298835961,9.969833434082295,0.0,0.0,0.0,1.0000028271851085,1.0,0.00015786120133921548,0.0002556645641901443,0.05530808897515375,2.1319368224740372e-07,7.106456074854949e-08,5.8936209049305996e-05,7.106456074854949e-08,105.0,0.0021844093458091582
8,45.53999991345818,9.986818575440777,26.096949212704263,7.999688653878747,0.9913607801517703,0.9998185413426987,0.9924831250323433,10.0,99.97802473807957,9.963530116771892,0.0,0.0,0.0,1.0000034429218627,1.0,0.00015787667859319787,0.0003113461212529826,0.067081519976543,2.596254441945606e-07,8.654181473093511e-08,7.17720116862256e-05,8.654181473093511e-08,120.0,0.002442363578848919
9,45.53999989615324,9.984182811282823,26.096339175771465,7.999626396954744,0.9896328799383236,0.9998185413426987,0.9909742155773442,10.0,99.97352216383533,9.956482124316675,0.0,0.0,0.0,1.0000041313702168,1.0,0.00015789398353716592,0.0003736030452561027,0.0802441649360843,3.1154027610107606e-07,1.0384675869898491e-07,8.612357855107005e-05,1.0384675869898491e-07,135.0,0.002730779311649749
10,45.53999987680478,9.9812357929627,26.095657100324217,7.999556788186803,0.987690188411125,0.9997091025032873,0.9892847987533904,10.0,99.96646059938726,9.948860195736732,0.0,0.0,0.0,1.0000049011165943,1.0,0.00025307754017696126,0.0004432118131966786,0.0959531761063541,3.695856669497557e-07,1.2319522231591348e-07,0.000102169904376754,1.2319522231591348e-07,150.0,0.003053253705265225
11,45.53999985517148,9.97794076485911,26.094894479423058,7.999478959404729,0.9855351898005713,0.9997091025032873,0.9873929653932498,10.0,99.96083657024656,9.940047187355164,0.0,0.0,0.0,1.0000057617613787,1.0,0.00025309917347694257,0.0005210405952708948,0.1124059699322882,4.3448556689335287e-07,1.4482852229721565e-07,0.00012011112116154407,1.4482852229721565e-07,165.0,0.003413808704953594
12,45.53999983098353,9.97425663092581,26.09404180155446,7.999391939917194,0.9831293448900971,0.9997091025032873,0.9852740656232484,10.0,99.95455036535283,9.930194149504757,0.0,0.0,0.0,1.0000067240386503,1.0,0.0002531233614267987,0.000608060082805858,0.1307982101492074,5.070494164711139e-07,1.6901647215338494e-07,0.00014017099424356233,1.6901647215338494e-07,180.0,0.0038169412025564156
13,45.53999980393926,9.970137442136608,26.09308843200233,7.99929464440512,0.9803993048898357,0.9995840749762354,0.9829003447277374,10.0,99.94470546475083,9.919545267598965,0.0,0.0,0.0,1.0000077999500647,1.0,0.0003618699944447774,0.0007053555948794606,0.15273185008913295,5.881822420191871e-07,1.96060747336076e-07,0.00016259971312816373,1.96060747336076e-07,195.0,0.004267679122267933
