,exC14818,exC00014,exC00009,exC00059,exVA,exSA,expHBA,C00282,exC00001,exC00007,C00067,C00058,C00033,C00010,C00162,C00132,C00054,C00011,C05198,C04425,C00266,C00153,Time,Biomass
41,45.53999422986294,9.002483217145672,25.913757470547385,7.979241135595671,0.3483709102157292,1.0,0.7118337467050393,10.0,97.59107942766364,8.747010393258828,0.0,0.0,0.0,1.0002295552866325,1.0,5.770137074791514e-06,0.020758864404328312,3.4554502453161358,1.7310411224406525e-05,5.770137074791514e-06,0.00478536701390939,5.770137074791514e-06,615.0,0.09716895124652525
42,45.53999354138983,8.883462911445433,25.891535646139545,7.976764258584459,0.24296436769994095,1.0,0.7118337467050393,10.0,97.26253830222109,8.64123472040475,0.0,0.0,0.0,1.0002569450417367,1.0,6.458610181637569e-06,0.023235741415539767,3.8483127173903666,1.937583054494469e-05,6.458610181637569e-06,0.005356340710574043,6.458610181637569e-06,630.0,0.10864350302729284
43,45.53999277161594,8.75038767217824,25.866689679038867,7.973994890795284,0.12499717588298057,1.0,0.7118337467050393,10.0,96.89357562347548,8.523100389239838,0.0,0.0,0.0,1.000287569212897,1.0,7.2283840692053265e-06,0.026005109204714282,4.288474504084186,2.1685152207960387e-05,7.2283840692053265e-06,0.0059947398546728314,7.2283840692053265e-06,645.0,0.12147306782008879
44,45.53999191094061,8.601597776761134,25.838909688811704,7.970898492502252,0.0,1.0,0.7034232550269486,10.0,96.49304266880503,8.380161571349934,0.0,0.0,0.0,1.0003218097466675,1.0,8.089059404896265e-06,0.029101507497746128,4.7842830977357105,2.4267178215033202e-05,8.089059404896265e-06,0.006708526599734687,8.089059404896265e-06,660.0,0.1358176567482711
45,45.53999097693961,8.44013165248402,25.80876296855596,7.96753829502252,0.0,0.9462272950833376,0.5895654743340605,10.0,96.15358786672377,8.082146247727414,0.0,0.0,0.0,1.0003589674196733,1.0,0.046767896907062484,0.03246170497747843,5.4074721137088435,2.7069181206644526e-05,9.023060402100039e-06,0.007483124760148795,9.023060402100039e-06,675.0,0.15138434003500068
46,45.53998990433372,8.254704103308088,25.77414250263153,7.963679447315284,0.0,0.8987047619003383,0.44195717615692987,10.0,95.79253056824423,7.720985961197034,0.0,0.0,0.0,1.00040163925731,1.0,0.08809291141243811,0.03632055268471483,6.125424677983326,3.0286998875434034e-05,1.0095666291665086e-05,0.008372672577925193,1.0095666291665086e-05,690.0,0.1692611048610848
47,45.539988705065525,8.047379712176246,25.735433761400756,7.959364914470183,0.0,0.8827694059249945,0.23285884705520235,10.0,95.46404876835123,7.267717421561598,0.0,0.0,0.0,1.0004493501438314,1.0,0.10195094196344455,0.04063508552981586,6.934129191114579,3.388480347268412e-05,1.1294934490772874e-05,0.009367265671076996,1.1294934490772874e-05,705.0,0.18924890817954795
48,45.53998736417772,7.815572725661926,25.692153968764835,7.954540885557714,0.0,0.86416575807687,0.0,10.0,95.09518685769245,6.761968884994513,0.0,0.0,0.0,1.0005026951302434,1.0,0.11812936793390041,0.04545911444228446,7.8382060587653015,3.7907466880769005e-05,1.263582229340772e-05,0.010479308622103979,1.263582229340772e-05,720.0,0.21159703822346207
49,45.539986769110435,7.712700021357803,25.67294700103318,7.952400048875939,0.0,0.7686574863263121,0.0,10.0,94.75505269977947,6.653526736168522,0.0,0.0,0.0,1.0005263688904527,1.0,0.2011806340925748,0.04759995112405927,8.225444799797474,3.969266874001894e-05,1.3230889579706395e-05,0.010972817758268376,1.3230889579706395e-05,735.0,0.22151482632844
50,45.53998607816655,7.593252578429358,25.650645427477908,7.949914282908532,0.0,0.6577616006731931,0.0,10.0,94.36012228222016,6.527613176780263,0.0,0.0,0.0,1.0005538569412484,1.0,0.29761252995392223,0.05008571709146606,8.675070349374604,4.176550038767163e-05,1.3921833462339099e-05,0.011545840551532507,1.3921833462339099e-05,750.0,0.23303055770565173
51,45.53998524597826,7.449387402123515,25.62378491265358,7.946920370687072,0.0,0.5241969151496358,0.0,10.0,93.8844673230583,6.3759610020629225,0.0,0.0,0.0,1.0005869641654543,1.0,0.4137565669588844,0.05307962931292661,9.216602900760181,4.426206526299413e-05,1.4754021754113266e-05,0.012236002041495513,1.4754021754113266e-05,765.0,0.2469003625685545
52,45.539984178370254,7.264823865836041,25.589325763258877,7.943079503556447,0.0,0.35284903862252304,0.0,10.0,93.2742656686499,6.181409029568002,0.0,0.0,0.0,1.0006294371706268,1.0,0.5627557880638269,0.056920496443550725,9.911320804548694,4.7464889281222104e-05,1.5821629760033096e-05,0.013121404947828532,1.5821629760033096e-05,780.0,0.264693829333885
53,45.5399826131717,6.994238989519037,25.5388058996775,7.937448485759685,0.0,0.10164168965479142,0.0,10.0,92.37968462478483,5.896183008387295,0.0,0.0,0.0,1.000691705986451,1.0,0.7811985262912483,0.06255151424031312,10.929813881017003,5.216048494383484e-05,1.738682831451637e-05,0.014419476282277792,1.738682831451637e-05,795.0,0.29078047190860623
54,45.53998197989969,6.884761614516356,25.518365799226395,7.935170202303947,0.0,-1.1844206171396365e-11,0.0,10.0,92.01769734631401,5.780776796771099,0.0,0.0,0.0,1.0007168996580094,1.0,0.869583237526938,0.06482979769605036,11.341926957320606,5.4060300980824256e-05,1.8020100326852603e-05,0.014944669871203842,1.8020100326852603e-05,810.0,0.3013350054475435
